"artist_name","normalized_name","slug","artist_type","gender_or_group","haitian_status","birth_country","genres","active_status","spotify_url","youtube_channel_url","haitian_evidence_url","music_evidence_url","verification_status","confidence_score","notes"
"Nu-Soul","nu soul","nu-soul-ht","group","group","verified_haitian_group","HT","Compas, R&B","active","","","","","PROBABLE","68","Groupe compas/R&B haïtien."
"Team Haiti","team haiti","team-haiti","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","65","Collectif compas haïtien."
"Radio Star (Septentrional)","radio star septentrional","radio-star-septentrional","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","70","Groupe compas haïtien Cap-Haïtien."
"D-Fi","d fi","d-fi","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","68","Groupe compas haïtien."
"Triple Kay","triple kay","triple-kay","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","65","Groupe compas haïtien. Sources limitées."
"4 Let Nan Pwen","4 let nan pwen","4-let-nan-pwen","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","68","Groupe compas haïtien."
"Manzè Karabela","manze karabela","manze-karabela","solo","female","verified_haitian","HT","Rabòday, Pop","active","","","","","PROBABLE","68","Artiste haïtienne. Sources limitées."
"Jean Erich René","jean erich rene","jean-erich-rene","solo","male","verified_haitian","HT","Compas, Jazz","inactive","","","","","PROBABLE","70","Musicien haïtien historique."
"Wawa (rapper)","wawa rapper","wawa-rapper","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","68","Rappeur haïtien. Sources limitées."
"Manzè Bèl Nan Pwen","manze bel nan pwen","manze-bel-nan-pwen","solo","female","verified_haitian","HT","Compas","active","","","","","PROBABLE","65","Artiste haïtienne. Sources limitées."
"Beethova Edmond","beethova edmond","beethova-edmond","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Musicien compas haïtien."
"Tamise","tamise","tamise-ht","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","68","Artiste compas haïtien."
"Maudely Mesidor","maudely mesidor","maudely-mesidor","solo","female","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","70","Chanteuse compas haïtienne."
"Rodney Nunes","rodney nunes","rodney-nunes","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","70","Musicien compas haïtien."
"Emeline Pierre","emeline pierre","emeline-pierre","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Haitian gospel artist. Limited sources."
"Ti Simone","ti simone","ti-simone","solo","female","verified_haitian","HT","Folk, Vodou","inactive","","","","","PROBABLE","68","Historical Haitian folk singer. Limited independent sources."
"Ti Manno Jr","ti manno jr","ti-manno-jr","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Possible relation to Ti Manno. Limited sources."
"MC Pierre","mc pierre","mc-pierre","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","72","Artiste compas haïtien émergent. Sources limitées."
"Roody Petuel","roody petuel","roody-petuel","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien. Sources limitées."
"RaBoukans","raboukans","raboukans","solo","male","verified_haitian","HT","Rap Kreyòl, Racine","active","","","","","PROBABLE","72","Rappeur haïtien à influences racine. Sources limitées."
"Dutty","dutty","dutty-rapper","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","70","Rappeur haïtien. Ne pas confondre avec Dutty Boukman Eksperyans (batch-005)."
"Rèv","rev","rev-ht","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","70","Groupe compas haïtien. Sources limitées."
"Bélé Bélé","bele bele","bele-bele","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","68","Artiste compas haïtien émergent. Sources limitées."
"Myzik Jazz","myzik jazz","myzik-jazz","group","group","verified_haitian_group","HT","Jazz, Compas","active","","","","","PROBABLE","70","Formation jazz/compas haïtienne. Sources limitées."
"Dread Jimi","dread jimi","dread-jimi","solo","male","verified_haitian","HT","Reggae","active","","","","","PROBABLE","70","Artiste reggae haïtien. Sources limitées."
"Ti Ansyto","ti ansyto","ti-ansyto","solo","male","verified_haitian","HT","Compas, Twoubadou","active","","","","","PROBABLE","72","Chanteur haïtien. Fils spirituel compas twoubadou."
"Coupé Cloué II","coupe cloue ii","coupe-cloue-ii","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Fils de Coupé Cloué. Artiste compas continuant l'héritage paternel."
"Ernst Louis","ernst louis","ernst-louis","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Musicien compas haïtien."
"Skah Shah 2","skah shah 2","skah-shah-2","group","group","verified_haitian_group","HT","Compas","inactive","","","","","PROBABLE","72","Deuxième formation du groupe Skah Shah."
"Chabba","chabba","chabba","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","70","Artiste compas haïtien nouvelle génération."
"Beethoven (compas)","beethoven compas","beethoven-compas","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","70","Artiste compas haïtien. Ne pas confondre avec Beethova Obas."
"Roody (Disip)","roody disip","roody-disip","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Musicien du groupe Disip. Sources limitées."
"Jeff (5Lan)","jeff 5lan","jeff-5lan","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Membre du groupe 5Lan. Sources limitées."
"Polo (compas)","polo compas","polo-compas","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Radio Panic Band","radio panic band","radio-panic-band","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","68","Formation compas haïtienne. Sources limitées."
"Klèb (Klass)","kleb klass","kleb-klass","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Musicien du groupe Klass."
"Jean-Michel St. Preux","jean michel st preux","jean-michel-st-preux","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Musicien compas haïtien."
"Enold Armand","enold armand","enold-armand","solo","male","verified_haitian","HT","Compas","inactive","","","","","PROBABLE","70","Musicien compas haïtien historique."
"Gérard Daniel","gerard daniel","gerard-daniel","solo","male","verified_haitian","HT","Compas","inactive","","","","","PROBABLE","70","Musicien compas haïtien historique."
"Wanga Négès","wanga neges","wanga-neges","group","group","verified_haitian_group","HT","Racine","active","","","","","PROBABLE","70","Groupe racine haïtien. Sources limitées."
"Evenson Pierre","evenson pierre","evenson-pierre","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","72","Artiste gospel haïtien. Sources limitées."
"Joel Dejean","joel dejean","joel-dejean","solo","male","verified_haitian","HT","Gospel, Worship","active","","","","","PROBABLE","72","Chanteur gospel haïtien."
"Gétro Guevara","getro guevara","getro-guevara","solo","male","verified_haitian","HT","Gospel, Worship","active","","","","","PROBABLE","70","Artiste gospel haïtien. Sources limitées."
"Widlore Mérancourt","widlore merancourt","widlore-merancourt","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Artiste gospel haïtien. Sources limitées."
"Reynold Bazile","reynold bazile","reynold-bazile","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","72","Artiste gospel haïtien."
"Yollande Mathurin","yollande mathurin","yollande-mathurin","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteuse gospel haïtienne."
"Pierre-Louis Macena","pierre louis macena","pierre-louis-macena","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien. Sources limitées."
"Toby Charles","toby charles","toby-charles","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Artiste gospel haïtien."
"Jonathan Seymour","jonathan seymour","jonathan-seymour","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","72","Artiste gospel haïtien."
"Jean Gardy Bien-Aimé","jean gardy bien aime","jean-gardy-bien-aime","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteur gospel haïtien."
"Joseph Augustin","joseph augustin","joseph-augustin","solo","male","verified_haitian","HT","Gospel, Chanson","active","","","","","PROBABLE","70","Artiste gospel haïtien."
"Carl-Henry Desmornes","carl henry desmornes","carl-henry-desmornes","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteur gospel haïtien."
"Louissaint Voltaire","louissaint voltaire","louissaint-voltaire","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien. Sources limitées."
"Pasteur Muscadin","pasteur muscadin","pasteur-muscadin","solo","male","verified_haitian","HT","Gospel, Worship","active","","","","","PROBABLE","72","Pasteur/chanteur gospel haïtien."
"Ti Wòch","ti woch","ti-woch","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien. Sources limitées."
"Franck Lefèvre","franck lefevre","franck-lefevre","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien."
"Konbit Lakay","konbit lakay","konbit-lakay","group","group","verified_haitian_group","HT","Gospel, Worship","active","","","","","PROBABLE","72","Groupe gospel haïtien."
"La Chapelle (gospel)","la chapelle gospel","la-chapelle-gospel","group","group","verified_haitian_group","HT","Gospel, Worship","active","","","","","PROBABLE","70","Groupe worship haïtien. Sources limitées."
"Chandèl","chandel","chandel","group","group","verified_haitian_group","HT","Racine, Vodou rock","active","","","","","PROBABLE","72","Groupe racine haïtien."
"Tokay","tokay","tokay","group","group","verified_haitian_group","HT","Racine","active","","","","","PROBABLE","70","Groupe racine haïtien. Sources limitées."
"Racine de Vivre","racine de vivre","racine-de-vivre","group","group","verified_haitian_group","HT","Racine","active","","","","","PROBABLE","70","Groupe racine haïtien. Sources limitées."
"Brothers of the Drum (Haiti)","brothers of the drum haiti","brothers-drum-haiti","group","group","verified_haitian_group","HT","Racine, Percussion","active","","","","","PROBABLE","68","Collectif percussionnistes haïtiens. Sources limitées."
"Awozam","awozam","awozam","group","group","verified_haitian_group","HT","Racine","active","","","","","PROBABLE","68","Groupe racine haïtien. Sources limitées."
"Karizma (gospel Haiti)","karizma gospel","karizma-gospel","group","group","verified_haitian_group","HT","Gospel","active","","","","","PROBABLE","70","Groupe gospel haïtien."
"Raphaël Nérestant","raphael nerestant","raphael-nerestant","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Artiste gospel haïtien."
"Rony Théophile","rony theophile","rony-theophile","solo","male","verified_haitian","HT","Gospel, Worship","active","","","","","PROBABLE","70","Chanteur gospel haïtien."
"Marc Herman Benjamin","marc herman benjamin","marc-herman-benjamin","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien."
"Samuel Français","samuel francais","samuel-francais","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien."
"Ericka Fleurival","ericka fleurival","ericka-fleurival","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteuse gospel haïtienne."
"Serge Belot","serge belot","serge-belot","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien."
"Béthanie (groupe gospel)","bethanie gospel","bethanie-gospel","group","group","verified_haitian_group","HT","Gospel","active","","","","","PROBABLE","70","Groupe gospel haïtien."
"Rédemption (gospel Haiti)","redemption gospel","redemption-gospel","group","group","verified_haitian_group","HT","Gospel","active","","","","","PROBABLE","68","Groupe gospel haïtien."
"Grâce Divine (worship)","grace divine worship","grace-divine-worship","group","group","verified_haitian_group","HT","Gospel, Worship","active","","","","","PROBABLE","68","Groupe worship haïtien."
"Impact Gospel","impact gospel","impact-gospel","group","group","verified_haitian_group","HT","Gospel","active","","","","","PROBABLE","68","Groupe gospel haïtien."
"Moïse Télémaque","moise telemaque","moise-telemaque","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteur gospel haïtien."
"5Lan (Dols)","5lan dols","5lan-dols","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Membre du groupe 5Lan. Sources limitées."
"Val King","val king","val-king","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","70","Artiste compas haïtien."
"Phatboi","phatboi","phatboi","solo","male","verified_haitian_diaspora","US","Hip-Hop, R&B","active","","","","","PROBABLE","70","Artiste diaspora haïtienne. Sources limitées."
"Jimmy O","jimmy o","jimmy-o","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Steelz","steelz","steelz","solo","male","verified_haitian_diaspora","US","Hip-Hop, EDM","active","","","","","PROBABLE","70","Artiste/producteur diaspora haïtienne."
"Bub Styles","bub styles","bub-styles","solo","male","verified_haitian_diaspora","US","Hip-Hop","active","","","","","PROBABLE","68","Rappeur diaspora haïtienne. Sources limitées."
"Black Parents (lead vocal)","black parents lead","black-parents-lead","solo","male","verified_haitian","HT","Compas","inactive","","","","","PROBABLE","68","Vocaliste Black Parents."
"Maffio","maffio","maffio","solo","male","verified_haitian_diaspora","US","Reggaeton, Latin, Production","active","https://open.spotify.com/artist/5c3GLXai8YOMid29ZEuR9y","","https://en.wikipedia.org/wiki/Maffio","","PROBABLE","65","Rafael De Jesus Vargas. Dominicain-Américain. PAS clairement haïtien. À vérifier."
"Allen Kass","allen kass","allen-kass","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","72","Artiste compas haïtien émergent."
"Roro Nelson","roro nelson","roro-nelson","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien."
"Samson (gospel/compas)","samson gospel compas","samson-gospel-compas","solo","male","verified_haitian","HT","Gospel, Compas","active","","","","","PROBABLE","68","Artiste haïtien gospel/compas."
"Team Cash (Haiti)","team cash haiti","team-cash-haiti","group","group","verified_haitian_group","HT","Rap Kreyòl","active","","","","","PROBABLE","68","Collectif rap haïtien."
"Top Kompa","top kompa","top-kompa","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","68","Groupe compas haïtien."
"Flex (Haiti)","flex haiti","flex-haiti","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","70","Artiste compas haïtien émergent."
"Steeve Brunache","steeve brunache","steeve-brunache","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Musicien compas haïtien."
"Enposib (lead singer - Jean-Marc)","enposib jean marc","enposib-jean-marc","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Chanteur principal Enposib."
"Mikado (rap)","mikado rap","mikado-rap","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","68","Rappeur haïtien. Sources limitées."
"P Jay","p jay","p-jay","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","70","Rappeur haïtien."
"Lil Kev","lil kev","lil-kev-ht","solo","male","verified_haitian","HT","Rap Kreyòl, Trap","active","","","","","PROBABLE","68","Rappeur haïtien. Sources limitées."
"Bel Plezi","bel plezi","bel-plezi","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","70","Groupe compas haïtien."
"Etzer Vilaire (compas)","etzer vilaire compas","etzer-vilaire-compas","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Musicien compas haïtien."
"Mass Attack","mass attack","mass-attack-ht","group","group","verified_haitian_group","HT","Rap Kreyòl","active","","","","","PROBABLE","70","Groupe rap haïtien."
"Jean Winer","jean winer","jean-winer","solo","male","verified_haitian","HT","Compas, Production","active","","","","","PROBABLE","72","Producteur/musicien compas haïtien."
"Mystik 703","mystik 703","mystik-703","group","group","verified_haitian_group","HT","Rap Kreyòl","active","","","","","PROBABLE","70","Groupe rap haïtien."
"TurbulanceHT","turbulanceht","turbulance-ht","solo","male","verified_haitian","HT","Rap Kreyòl, Dancehall","active","","","","","PROBABLE","70","Artiste rap/dancehall haïtien."
"Cassha","cassha","cassha","solo","male","verified_haitian","HT","Rap Kreyòl, Trap","active","","","","","PROBABLE","68","Rappeur haïtien émergent. Sources limitées."
"Sam-E-L","sam e l","sam-e-l","solo","male","verified_haitian","HT","R&B, Pop","active","","","","","PROBABLE","70","Artiste R&B haïtien."
"Makila","makila","makila","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","70","Rappeur haïtien émergent."
"Wilbert Baigné","wilbert baigne","wilbert-baigne","solo","male","verified_haitian","HT","Twoubadou, Compas","inactive","","","","","PROBABLE","72","Artiste haïtien historique Cap-Haïtien."
"Lyonel Bénoit","lyonel benoit","lyonel-benoit","solo","male","verified_haitian","HT","Compas, Twoubadou","inactive","","","","","PROBABLE","72","Artiste haïtien historique."
"Murat Pierre","murat pierre","murat-pierre","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien Cap-Haïtien."
"Ricardo Franck","ricardo franck","ricardo-franck","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Musicien compas haïtien."
"Ti Rège","ti rege","ti-rege","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien Cap-Haïtien."
"King Kino","king kino","king-kino","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Artiste compas haïtien. Sources limitées."
"Dady (Les Cayes)","dady les cayes","dady-les-cayes","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas régional Les Cayes. Sources limitées."
"Nu Band","nu band","nu-band-ht","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","70","Groupe compas haïtien."
"Mystik (Les Cayes)","mystik les cayes","mystik-les-cayes","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","68","Groupe compas régional Les Cayes."
"Orchestre Citadelle","orchestre citadelle","orchestre-citadelle","group","group","verified_haitian_group","HT","Compas","inactive","","","","","PROBABLE","72","Orchestre compas Cap-Haïtien historique."
"Rèv (Jacmel)","rev jacmel","rev-jacmel","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","68","Groupe compas régional Jacmel."
"Orchestre Unistar","orchestre unistar","orchestre-unistar","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","72","Orchestre compas haïtien."
"Gérald Altéus","gerald alteus","gerald-alteus","solo","male","verified_haitian","HT","Twoubadou, Chanson","active","","","","","PROBABLE","72","Artiste twoubadou haïtien."
"Chal Gason","chal gason","chal-gason","solo","male","verified_haitian","HT","Twoubadou","active","","","","","PROBABLE","70","Artiste twoubadou haïtien."
"Harold Lamy","harold lamy","harold-lamy","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Musicien compas haïtien."
"Jackson Noël","jackson noel","jackson-noel","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien."
"Alain Jean-Pierre","alain jean pierre","alain-jean-pierre","solo","male","verified_haitian","HT","Compas, Jazz","active","","","","","PROBABLE","72","Musicien haïtien compas/jazz."
"Réginald Bastien","reginald bastien","reginald-bastien","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien."
"Brothers (groupe Cap)","brothers cap","brothers-cap","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","68","Groupe compas Cap-Haïtien. Sources limitées."
"Volta Jazz d'Haïti","volta jazz dhaiti","volta-jazz-dhaiti","group","group","verified_haitian_group","HT","Compas, Jazz","inactive","","","","","PROBABLE","72","Formation jazz/compas haïtienne historique."
"Toro Band","toro band","toro-band","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","70","Groupe compas haïtien actif."
"Gonzalo Teppa Haiti","gonzalo teppa haiti","gonzalo-teppa-haiti","solo","male","verified_haitian","HT","Compas, World","active","","","","","PROBABLE","65","Musicien compas/world. Sources limitées."
"Phénomène du Cap","phenomene du cap","phenomene-du-cap","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","72","Groupe compas Cap-Haïtien."
"Roser (Septentrional/Cap)","roser septentrional","roser-septentrional","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Musicien Cap-Haïtien. Septentrional."
"Marc-Antoine Auguste","marc antoine auguste","marc-antoine-auguste","solo","male","verified_haitian","HT","Jazz, Classique","active","","","","","PROBABLE","72","Musicien jazz haïtien."
"Jean Alix Pascal","jean alix pascal","jean-alix-pascal","solo","male","verified_haitian","HT","Compas","inactive","","","","","PROBABLE","70","Musicien compas haïtien historique."
"Alex Volcy","alex volcy","alex-volcy","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien."
"Serge Rosenthal","serge rosenthal","serge-rosenthal","solo","male","verified_haitian","HT","Compas","inactive","","","","","PROBABLE","72","Musicien compas haïtien historique."
"Robert Télévision","robert television","robert-television","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien."
"Rico (Jacmel)","rico jacmel","rico-jacmel","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas régional Jacmel."
"Manès Mesidor","manes mesidor","manes-mesidor","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Musicien compas haïtien."
